Strain : Compressive strain (Extension) gauge length,"100.00000",mm
"0.77300","0.94049","-0.01671"
"0.77400","0.94174","-0.01663"
"0.77500","0.94299","-0.01680"
"0.77600","0.94425","-0.01699"
"0.77700","0.94550","-0.01713"
"0.77800","0.94675","-0.01753"
"0.77900","0.94801","-0.01838"
"0.78000","0.94926","-0.01945"
"0.78100","0.95052","-0.02040"
"0.78200","0.95177","-0.02102"
"0.78300","0.95302","-0.02122"
"0.78400","0.95428","-0.02101"
"0.78500","0.95553","-0.02049"
"0.78600","0.95678","-0.01987"
"0.78700","0.95803","-0.01938"
"0.78800","0.95929","-0.01903"
"0.78900","0.96054","-0.01875"
"0.79000","0.96179","-0.01853"
"0.79100","0.96304","-0.01827"
"0.79200","0.96429","-0.01773"
"0.79300","0.96555","-0.01694"
"0.79400","0.96680","-0.01614"
"0.79500","0.96805","-0.01525"
"0.79600","0.96930","-0.01397"
"0.79700","0.97056","-0.01232"
"0.79800","0.97181","-0.01066"
"0.79900","0.97306","-0.00933"
"0.80000","0.97431","-0.00837"
"0.80100","0.97557","-0.00778"
"0.80200","0.97682","-0.00773"
"0.80300","0.97807","-0.00830"
"0.80400","0.97933","-0.00925"
"0.80500","0.98058","-0.01023"
"0.80600","0.98183","-0.01108"
"0.80700","0.98309","-0.01190"
"0.80800","0.98434","-0.01259"
"0.80900","0.98559","-0.01290"
"0.81000","0.98684","-0.01281"
"0.81100","0.98810","-0.01267"
"0.81200","0.98935","-0.01283"
"0.81300","0.99060","-0.01346"
"0.81400","0.99185","-0.01448"
"0.81500","0.99310","-0.01567"
"0.81600","0.99435","-0.01689"
"0.81700","0.99561","-0.01812"
"0.81800","0.99686","-0.01926"
"0.81900","0.99811","-0.02021"
"0.82000","0.99936","-0.02085"
"0.82100","1.00061","-0.02113"
"0.82200","1.00186","-0.02119"
"0.82300","1.00311","-0.02122"
"0.82400","1.00436","-0.02121"
"0.82500","1.00561","-0.02102"
"0.82600","1.00687","-0.02073"
"0.82700","1.00812","-0.02064"
"0.82800","1.00937","-0.02086"
"0.82900","1.01062","-0.02121"
"0.83000","1.01188","-0.02142"
"0.83100","1.01313","-0.02134"
"0.83200","1.01438","-0.02092"
"0.83300","1.01564","-0.02019"
"0.83400","1.01689","-0.01922"
"0.83500","1.01814","-0.01821"
"0.83600","1.01940","-0.01739"
"0.83700","1.02065","-0.01685"
"0.83800","1.02190","-0.01665"
"0.83900","1.02316","-0.01687"
"0.84000","1.02441","-0.01739"
"0.84100","1.02567","-0.01790"
"0.84200","1.02692","-0.01825"
"0.84300","1.02817","-0.01840"
"0.84400","1.02942","-0.01833"
"0.84500","1.03068","-0.01807"
"0.84600","1.03193","-0.01779"
"0.84700","1.03318","-0.01754"
"0.84800","1.03443","-0.01717"
"0.84900","1.03568","-0.01673"
"0.85000","1.03694","-0.01659"
"0.85100","1.03819","-0.01703"
"0.85200","1.03944","-0.01779"
"0.85300","1.04069","-0.01831"
"0.85400","1.04194","-0.01838"
"0.85500","1.04319","-0.01816"
"0.85600","1.04444","-0.01771"
"0.85700","1.04568","-0.01689"
"0.85800","1.04693","-0.01581"
"0.85900","1.04818","-0.01478"
"0.86000","1.04943","-0.01388"
"0.86100","1.05068","-0.01307"
"0.86200","1.05193","-0.01252"
"0.86300","1.05318","-0.01241"
"0.86400","1.05443","-0.01267"
"0.86500","1.05568","-0.01309"
"0.86600","1.05693","-0.01359"
"0.86700","1.05818","-0.01407"
"0.86800","1.05943","-0.01439"
"0.86900","1.06068","-0.01443"
"0.87000","1.06193","-0.01437"
"0.87100","1.06318","-0.01438"
"0.87200","1.06443","-0.01441"
"0.87300","1.06567","-0.01449"
"0.87400","1.06692","-0.01492"
"0.87500","1.06817","-0.01591"
"0.87600","1.06942","-0.01729"
"0.87700","1.07067","-0.01876"
"0.87800","1.07191","-0.02012"
"0.87900","1.07316","-0.02103"
"0.88000","1.07441","-0.02116"
"0.88100","1.07566","-0.02068"
"0.88200","1.07690","-0.02018"
"0.88300","1.07815","-0.02002"
"0.88400","1.07939","-0.01997"
"0.88500","1.08064","-0.01977"
"0.88600","1.08189","-0.01951"
"0.88700","1.08313","-0.01937"
"0.88800","1.08438","-0.01921"
"0.88900","1.08562","-0.01887"
"0.89000","1.08687","-0.01838"
"0.89100","1.08812","-0.01777"
"0.89200","1.08936","-0.01684"
"0.89300","1.09061","-0.01551"
"0.89400","1.09186","-0.01396"
"0.89500","1.09310","-0.01245"
"0.89600","1.09435","-0.01115"
"0.89700","1.09560","-0.01022"
"0.89800","1.09684","-0.00975"
"0.89900","1.09809","-0.00966"
"0.90000","1.09934","-0.00982"
"0.90100","1.10059","-0.01019"
"0.90200","1.10183","-0.01070"
"0.90300","1.10308","-0.01126"
"0.90400","1.10433","-0.01179"
"0.90500","1.10557","-0.01207"
"0.90600","1.10682","-0.01193"
"0.90700","1.10807","-0.01142"
"0.90800","1.10931","-0.01091"
"0.90900","1.11056","-0.01084"
"0.91000","1.11181","-0.01138"
"0.91100","1.11305","-0.01233"
"0.91200","1.11430","-0.01348"
"0.91300","1.11555","-0.01475"
"0.91400","1.11679","-0.01593"
"0.91500","1.11804","-0.01653"
"0.91600","1.11929","-0.01631"
"0.91700","1.12053","-0.01562"
"0.91800","1.12178","-0.01481"
"0.91900","1.12303","-0.01390"
"0.92000","1.12428","-0.01289"
"0.92100","1.12552","-0.01192"
"0.92200","1.12677","-0.01120"
"0.92300","1.12802","-0.01084"
"0.92400","1.12927","-0.01081"
"0.92500","1.13052","-0.01096"
"0.92600","1.13176","-0.01111"
"0.92700","1.13301","-0.01097"
"0.92800","1.13426","-0.01036"
"0.92900","1.13551","-0.00947"
"0.93000","1.13676","-0.00855"
"0.93100","1.13801","-0.00766"
"0.93200","1.13926","-0.00687"
"0.93300","1.14051","-0.00638"
"0.93400","1.14176","-0.00622"
"0.93500","1.14302","-0.00623"
"0.93600","1.14427","-0.00651"
"0.93700","1.14552","-0.00723"
"0.93800","1.14677","-0.00822"
"0.93900","1.14802","-0.00909"
"0.94000","1.14927","-0.00961"
"0.94100","1.15053","-0.00991"
"0.94200","1.15178","-0.01030"
"0.94300","1.15303","-0.01093"
"0.94400","1.15428","-0.01163"
"0.94500","1.15554","-0.01209"
"0.94600","1.15679","-0.01220"
"0.94700","1.15804","-0.01236"
"0.94800","1.15929","-0.01310"
"0.94900","1.16054","-0.01451"
"0.95000","1.16180","-0.01598"
"0.95100","1.16305","-0.01686"
"0.95200","1.16430","-0.01702"
"0.95300","1.16555","-0.01675"
"0.95400","1.16680","-0.01622"
"0.95500","1.16805","-0.01547"
"0.95600","1.16931","-0.01464"
"0.95700","1.17056","-0.01381"
"0.95800","1.17181","-0.01298"
"0.95900","1.17306","-0.01229"
"0.96000","1.17431","-0.01193"
"0.96100","1.17556","-0.01181"
"0.96200","1.17681","-0.01169"
"0.96300","1.17806","-0.01148"
"0.96400","1.17932","-0.01125"
"0.96500","1.18057","-0.01101"
"0.96600","1.18182","-0.01060"
"0.96700","1.18307","-0.01007"
"0.96800","1.18433","-0.00983"
"0.96900","1.18558","-0.01020"
"0.97000","1.18684","-0.01083"
"0.97100","1.18809","-0.01123"
"0.97200","1.18934","-0.01156"
"0.97300","1.19060","-0.01241"
"0.97400","1.19185","-0.01376"
"0.97500","1.19311","-0.01500"
"0.97600","1.19436","-0.01570"
"0.97700","1.19562","-0.01595"
"0.97800","1.19687","-0.01594"
"0.97900","1.19813","-0.01576"
"0.98000","1.19939","-0.01556"
"0.98100","1.20064","-0.01561"
"0.98200","1.20190","-0.01609"
"0.98300","1.20315","-0.01694"
"0.98400","1.20440","-0.01806"
"0.98500","1.20566","-0.01931"
"0.98600","1.20691","-0.02025"
"0.98700","1.20817","-0.02049"
"0.98800","1.20942","-0.02020"
"0.98900","1.21067","-0.01981"
"0.99000","1.21193","-0.01938"
"0.99100","1.21318","-0.01863"
"0.99200","1.21443","-0.01754"
"0.99300","1.21568","-0.01640"
"0.99400","1.21694","-0.01545"
"0.99500","1.21819","-0.01472"
"0.99600","1.21944","-0.01442"
"0.99700","1.22070","-0.01472"
"0.99800","1.22195","-0.01545"
"0.99900","1.22320","-0.01619"
"1.00000","1.22445","-0.01685"
"1.00100","1.22571","-0.01742"
"1.00200","1.22696","-0.01752"
"1.00300","1.22821","-0.01687"
"1.00400","1.22946","-0.01591"
"1.00500","1.23072","-0.01535"
"1.00600","1.23197","-0.01539"
"1.00700","1.23322","-0.01576"
"1.00800","1.23447","-0.01639"
"1.00900","1.23573","-0.01745"
"1.01000","1.23698","-0.01890"
"1.01100","1.23823","-0.02031"
"1.01200","1.23948","-0.02136"
"1.01300","1.24073","-0.02206"
"1.01400","1.24198","-0.02248"
"1.01500","1.24323","-0.02269"
"1.01600","1.24448","-0.02284"
"1.01700","1.24572","-0.02310"
"1.01800","1.24697","-0.02338"
"1.01900","1.24822","-0.02366"
"1.02000","1.24947","-0.02418"
"1.02100","1.25071","-0.02509"
"1.02200","1.25196","-0.02607"
"1.02300","1.25321","-0.02671"
"1.02400","1.25445","-0.02693"
"1.02500","1.25570","-0.02678"
"1.02600","1.25694","-0.02618"
"1.02700","1.25819","-0.02503"
"1.02800","1.25944","-0.02361"
"1.02900","1.26068","-0.02244"
"1.03000","1.26193","-0.02173"
"1.03100","1.26317","-0.02136"
"1.03200","1.26442","-0.02130"
"1.03300","1.26567","-0.02167"
"1.03400","1.26691","-0.02239"
"1.03500","1.26816","-0.02316"
"1.03600","1.26940","-0.02386"
"1.03700","1.27065","-0.02447"
"1.03800","1.27190","-0.02469"
"1.03900","1.27314","-0.02419"
"1.04000","1.27439","-0.02326"
"1.04100","1.27564","-0.02253"
"1.04200","1.27688","-0.02223"
"1.04300","1.27813","-0.02213"
"1.04400","1.27937","-0.02218"
"1.04500","1.28062","-0.02265"
"1.04600","1.28187","-0.02358"
"1.04700","1.28311","-0.02449"
"1.04800","1.28436","-0.02499"
"1.04900","1.28561","-0.02522"
"1.05000","1.28685","-0.02524"
"1.05100","1.28810","-0.02480"
"1.05200","1.28934","-0.02387"
"1.05300","1.29059","-0.02281"
"1.05400","1.29184","-0.02191"
"1.05500","1.29308","-0.02114"
"1.05600","1.29433","-0.02052"
"1.05700","1.29558","-0.02031"
"1.05800","1.29682","-0.02054"
"1.05900","1.29807","-0.02079"
"1.06000","1.29932","-0.02069"
"1.06100","1.30056","-0.02038"
"1.06200","1.30181","-0.02009"
"1.06300","1.30306","-0.01962"
"1.06400","1.30431","-0.01868"
"1.06500","1.30555","-0.01752"
"1.06600","1.30680","-0.01674"
"1.06700","1.30805","-0.01656"
"1.06800","1.30930","-0.01671"
"1.06900","1.31054","-0.01701"
"1.07000","1.31179","-0.01749"
"1.07100","1.31304","-0.01808"
"1.07200","1.31429","-0.01858"
"1.07300","1.31554","-0.01887"
"1.07400","1.31678","-0.01902"
"1.07500","1.31803","-0.01902"
"1.07600","1.31928","-0.01863"
"1.07700","1.32053","-0.01779"
"1.07800","1.32178","-0.01702"
"1.07900","1.32302","-0.01702"
"1.08000","1.32427","-0.01770"
"1.08100","1.32552","-0.01823"
"1.08200","1.32677","-0.01826"
"1.08300","1.32801","-0.01821"
"1.08400","1.32926","-0.01846"
"1.08500","1.33051","-0.01875"
"1.08600","1.33176","-0.01850"
"1.08700","1.33301","-0.01760"
"1.08800","1.33425","-0.01643"
"1.08900","1.33550","-0.01522"
"1.09000","1.33675","-0.01400"
"1.09100","1.33800","-0.01300"
"1.09200","1.33925","-0.01241"
"1.09300","1.34050","-0.01205"
"1.09400","1.34175","-0.01164"
"1.09500","1.34300","-0.01123"
"1.09600","1.34425","-0.01097"
"1.09700","1.34550","-0.01075"
"1.09800","1.34675","-0.01034"
"1.09900","1.34801","-0.00967"
"1.10000","1.34926","-0.00900"
"1.10100","1.35051","-0.00851"
"1.10200","1.35176","-0.00821"
"1.10300","1.35302","-0.00808"
"1.10400","1.35427","-0.00820"
"1.10500","1.35552","-0.00859"
"1.10600","1.35678","-0.00925"
"1.10700","1.35803","-0.01016"
"1.10800","1.35928","-0.01123"
"1.10900","1.36054","-0.01204"
"1.11000","1.36179","-0.01224"
"1.11100","1.36305","-0.01194"
"1.11200","1.36430","-0.01158"
"1.11300","1.36556","-0.01139"
"1.11400","1.36681","-0.01127"
"1.11500","1.36806","-0.01121"
"1.11600","1.36932","-0.01139"
"1.11700","1.37057","-0.01191"
"1.11800","1.37183","-0.01266"
"1.11900","1.37308","-0.01349"
"1.12000","1.37434","-0.01430"
"1.12100","1.37559","-0.01489"
"1.12200","1.37684","-0.01504"
"1.12300","1.37810","-0.01476"
"1.12400","1.37935","-0.01431"
"1.12500","1.38061","-0.01388"
"1.12600","1.38186","-0.01344"
"1.12700","1.38312","-0.01302"
"1.12800","1.38437","-0.01298"
"1.12900","1.38562","-0.01363"
"1.13000","1.38688","-0.01469"
"1.13100","1.38813","-0.01554"
"1.13200","1.38939","-0.01606"
"1.13300","1.39064","-0.01662"
"1.13400","1.39189","-0.01727"
"1.13500","1.39315","-0.01753"
"1.13600","1.39440","-0.01716"
"1.13700","1.39565","-0.01656"
"1.13800","1.39691","-0.01621"
"1.13900","1.39816","-0.01622"
"1.14000","1.39941","-0.01652"
"1.14100","1.40066","-0.01712"
"1.14200","1.40192","-0.01813"
"1.14300","1.40317","-0.01939"
"1.14400","1.40442","-0.02058"
"1.14500","1.40567","-0.02141"
"1.14600","1.40693","-0.02186"
"1.14700","1.40818","-0.02202"
"1.14800","1.40943","-0.02195"
"1.14900","1.41068","-0.02175"
"1.15000","1.41193","-0.02148"
"1.15100","1.41318","-0.02114"
"1.15200","1.41443","-0.02078"
"1.15300","1.41568","-0.02052"
"1.15400","1.41693","-0.02039"
"1.15500","1.41819","-0.02027"
"1.15600","1.41944","-0.02004"
"1.15700","1.42069","-0.01967"
"1.15800","1.42194","-0.01918"
"1.15900","1.42319","-0.01848"
"1.16000","1.42444","-0.01742"
"1.16100","1.42569","-0.01612"
"1.16200","1.42693","-0.01510"
"1.16300","1.42818","-0.01483"
"1.16400","1.42943","-0.01512"
"1.16500","1.43068","-0.01549"
"1.16600","1.43193","-0.01598"
"1.16700","1.43318","-0.01704"
"1.16800","1.43443","-0.01873"
"1.16900","1.43568","-0.02047"
"1.17000","1.43693","-0.02179"
"1.17100","1.43818","-0.02278"
"1.17200","1.43943","-0.02374"
"1.17300","1.44067","-0.02462"
"1.17400","1.44192","-0.02531"
"1.17500","1.44317","-0.02608"
"1.17600","1.44442","-0.02726"
"1.17700","1.44566","-0.02858"
"1.17800","1.44691","-0.02963"
"1.17900","1.44816","-0.03049"
"1.18000","1.44940","-0.03152"
"1.18100","1.45065","-0.03260"
"1.18200","1.45189","-0.03331"
"1.18300","1.45314","-0.03342"
"1.18400","1.45438","-0.03299"
"1.18500","1.45563","-0.03213"
"1.18600","1.45687","-0.03092"
"1.18700","1.45812","-0.02957"
"1.18800","1.45936","-0.02836"
"1.18900","1.46061","-0.02729"
"1.19000","1.46185","-0.02622"
"1.19100","1.46309","-0.02521"
"1.19200","1.46434","-0.02436"
"1.19300","1.46558","-0.02343"
"1.19400","1.46683","-0.02201"
"1.19500","1.46807","-0.02015"
"1.19600","1.46932","-0.01821"
"1.19700","1.47056","-0.01637"
"1.19800","1.47181","-0.01455"
"1.19900","1.47305","-0.01293"
"1.20000","1.47430","-0.01194"
"1.20100","1.47555","-0.01152"
"1.20200","1.47679","-0.01107"
"1.20300","1.47804","-0.01042"
"1.20400","1.47929","-0.01005"
"1.20500","1.48054","-0.01014"
"1.20600","1.48179","-0.01015"
"1.20700","1.48303","-0.00966"
"1.20800","1.48428","-0.00895"
"1.20900","1.48553","-0.00846"
"1.21000","1.48678","-0.00797"
"1.21100","1.48803","-0.00712"
"1.21200","1.48928","-0.00633"
"1.21300","1.49052","-0.00624"
"1.21400","1.49177","-0.00679"
"1.21500","1.49302","-0.00750"
"1.21600","1.49427","-0.00818"
"1.21700","1.49552","-0.00886"
"1.21800","1.49677","-0.00934"
"1.21900","1.49801","-0.00934"
"1.22000","1.49926","-0.00895"
"1.22100","1.50051","-0.00845"
"1.22200","1.50176","-0.00783"
"1.22300","1.50301","-0.00696"
"1.22400","1.50426","-0.00612"
"1.22500","1.50551","-0.00580"
"1.22600","1.50676","-0.00592"
"1.22700","1.50801","-0.00610"
"1.22800","1.50926","-0.00645"
"1.22900","1.51051","-0.00740"
"1.23000","1.51176","-0.00866"
"1.23100","1.51301","-0.00948"
"1.23200","1.51426","-0.00978"
"1.23300","1.51551","-0.01010"
"1.23400","1.51677","-0.01064"
"1.23500","1.51802","-0.01103"
"1.23600","1.51927","-0.01114"
"1.23700","1.52053","-0.01145"
"1.23800","1.52178","-0.01233"
"1.23900","1.52303","-0.01363"
"1.24000","1.52429","-0.01502"
"1.24100","1.52554","-0.01651"
"1.24200","1.52679","-0.01792"
"1.24300","1.52805","-0.01869"
"1.24400","1.52930","-0.01863"
"1.24500","1.53055","-0.01830"
"1.24600","1.53181","-0.01819"
"1.24700","1.53306","-0.01816"
"1.24800","1.53431","-0.01797"
"1.24900","1.53556","-0.01770"
"1.25000","1.53682","-0.01761"
"1.25100","1.53807","-0.01766"
"1.25200","1.53932","-0.01762"
"1.25300","1.54057","-0.01749"
"1.25400","1.54183","-0.01730"
"1.25500","1.54308","-0.01661"
"1.25600","1.54433","-0.01497"
"1.25700","1.54559","-0.01278"
"1.25800","1.54684","-0.01072"
"1.25900","1.54809","-0.00888"
"1.26000","1.54935","-0.00699"
"1.26100","1.55060","-0.00513"
"1.26200","1.55185","-0.00374"
"1.26300","1.55311","-0.00296"
"1.26400","1.55436","-0.00248"
"1.26500","1.55562","-0.00214"
"1.26600","1.55688","-0.00207"
"1.26700","1.55813","-0.00223"
"1.26800","1.55939","-0.00218"
"1.26900","1.56064","-0.00175"
"1.27000","1.56190","-0.00145"
"1.27100","1.56316","-0.00165"
"1.27200","1.56441","-0.00227"
"1.27300","1.56567","-0.00330"
"1.27400","1.56693","-0.00505"
"1.27500","1.56818","-0.00738"
"1.27600","1.56944","-0.00944"
"1.27700","1.57069","-0.01071"
"1.27800","1.57195","-0.01169"
"1.27900","1.57321","-0.01299"
"1.28000","1.57446","-0.01433"
"1.28100","1.57572","-0.01501"
"1.28200","1.57697","-0.01498"
"1.28300","1.57823","-0.01474"
"1.28400","1.57948","-0.01455"
"1.28500","1.58074","-0.01441"
"1.28600","1.58199","-0.01447"
"1.28700","1.58324","-0.01492"
"1.28800","1.58450","-0.01549"
"1.28900","1.58575","-0.01586"
"1.29000","1.58700","-0.01603"
"1.29100","1.58826","-0.01599"
"1.29200","1.58951","-0.01555"
"1.29300","1.59076","-0.01462"
"1.29400","1.59202","-0.01342"
"1.29500","1.59327","-0.01223"
"1.29600","1.59452","-0.01123"
"1.29700","1.59577","-0.01055"
"1.29800","1.59702","-0.01034"
"1.29900","1.59827","-0.01068"
"1.30000","1.59952","-0.01138"
"1.30100","1.60077","-0.01220"
"1.30200","1.60202","-0.01298"
"1.30300","1.60327","-0.01348"
"1.30400","1.60452","-0.01356"
"1.30500","1.60577","-0.01334"
"1.30600","1.60702","-0.01311"
"1.30700","1.60826","-0.01292"
"1.30800","1.60951","-0.01276"
"1.30900","1.61076","-0.01286"
"1.31000","1.61200","-0.01335"
"1.31100","1.61325","-0.01382"
"1.31200","1.61450","-0.01394"
"1.31300","1.61574","-0.01409"
"1.31400","1.61699","-0.01475"
"1.31500","1.61823","-0.01558"
"1.31600","1.61948","-0.01584"
"1.31700","1.62072","-0.01538"
"1.31800","1.62197","-0.01462"
"1.31900","1.62321","-0.01386"
"1.32000","1.62445","-0.01311"
"1.32100","1.62570","-0.01258"
"1.32200","1.62694","-0.01248"
"1.32300","1.62819","-0.01251"
"1.32400","1.62943","-0.01234"
"1.32500","1.63067","-0.01222"
"1.32600","1.63192","-0.01244"
"1.32700","1.63316","-0.01264"
"1.32800","1.63440","-0.01228"
"1.32900","1.63565","-0.01153"
"1.33000","1.63689","-0.01085"
"1.33100","1.63813","-0.01029"
"1.33200","1.63938","-0.00961"
"1.33300","1.64062","-0.00903"
"1.33400","1.64186","-0.00901"
"1.33500","1.64311","-0.00959"
"1.33600","1.64435","-0.01042"
"1.33700","1.64560","-0.01136"
"1.33800","1.64684","-0.01242"
"1.33900","1.64808","-0.01339"
"1.34000","1.64933","-0.01397"
"1.34100","1.65057","-0.01424"
"1.34200","1.65182","-0.01458"
"1.34300","1.65306","-0.01499"
"1.34400","1.65430","-0.01507"
"1.34500","1.65555","-0.01482"
"1.34600","1.65679","-0.01493"
"1.34700","1.65804","-0.01589"
"1.34800","1.65928","-0.01749"
"1.34900","1.66053","-0.01920"
"1.35000","1.66177","-0.02074"
"1.35100","1.66302","-0.02204"
"1.35200","1.66427","-0.02307"
"1.35300","1.66551","-0.02376"
"1.35400","1.66676","-0.02419"
"1.35500","1.66800","-0.02441"
"1.35600","1.66925","-0.02438"
"1.35700","1.67050","-0.02421"
"1.35800","1.67174","-0.02426"
"1.35900","1.67299","-0.02474"
"1.36000","1.67423","-0.02540"
"1.36100","1.67548","-0.02598"
"1.36200","1.67673","-0.02653"
"1.36300","1.67798","-0.02717"
"1.36400","1.67922","-0.02768"
"1.36500","1.68047","-0.02785"
"1.36600","1.68172","-0.02773"
"1.36700","1.68297","-0.02757"
"1.36800","1.68422","-0.02730"
"1.36900","1.68546","-0.02676"
"1.37000","1.68671","-0.02624"
"1.37100","1.68796","-0.02617"
"1.37200","1.68921","-0.02656"
"1.37300","1.69046","-0.02701"
"1.37400","1.69171","-0.02732"
"1.37500","1.69297","-0.02757"
"1.37600","1.69422","-0.02745"
"1.37700","1.69547","-0.02650"
"1.37800","1.69672","-0.02486"
"1.37900","1.69797","-0.02317"
"1.38000","1.69922","-0.02181"
"1.38100","1.70047","-0.02050"
"1.38200","1.70173","-0.01900"
"1.38300","1.70298","-0.01751"
"1.38400","1.70423","-0.01629"
"1.38500","1.70548","-0.01524"
"1.38600","1.70673","-0.01416"
"1.38700","1.70799","-0.01303"
"1.38800","1.70924","-0.01176"
"1.38900","1.71049","-0.01012"
"1.39000","1.71174","-0.00806"
"1.39100","1.71300","-0.00591"
"1.39200","1.71425","-0.00386"
"1.39300","1.71550","-0.00188"
"1.39400","1.71675","-0.00010"
"1.39500","1.71801","0.00115"
"1.39600","1.71926","0.00166"
"1.39700","1.72051","0.00164"
"1.39800","1.72177","0.00145"
"1.39900","1.72302","0.00131"
"1.40000","1.72428","0.00122"
"1.40100","1.72553","0.00119"
